pm10,pm25,so2,co,o3,no2,categori
58,82,44,11,31,26,2
38,67,43,12,34,34,2
70,88,25,10,33,34,2
62,85,20,13,39,35,2
69,98,22,15,32,45,2
70,102,29,14,29,44,1
56,66,24,8,30,24,2
60,77,20,15,23,32,2
61,83,19,9,28,25,2
56,75,18,6,33,19,2
66,96,20,8,36,23,2
74,104,22,11,36,32,1
67,89,19,9,42,29,2
68,90,22,10,37,27,2
72,94,24,12,29,33,2
63,79,22,7,31,21,2
50,67,22,8,32,24,2
59,81,19,13,40,39,2
54,73,18,9,35,31,2
57,75,21,10,32,28,2
52,68,21,5,36,18,2
55,81,21,7,36,25,2
50,63,19,7,46,23,2
59,84,32,8,36,27,2
72,99,33,14,29,47,2
60,72,33,13,19,37,2
52,68,32,15,24,33,2
56,68,33,6,34,23,2
54,73,32,10,26,31,2
62,78,36,7,28,24,2
38,59,32,8,33,26,2
59,70,55,2,33,3,2
55,68,55,1,33,4,2
63,72,55,1,35,4,2
63,75,55,2,31,6,2
45,51,54,2,22,2,2
64,75,55,11,26,5,2
62,72,56,12,35,3,2
63,70,55,12,35,5,2
63,64,54,10,26,8,2
53,56,53,12,30,6,2
52,59,54,13,27,10,2
52,64,55,12,27,9,2
41,62,55,12,25,7,2
52,78,56,13,31,12,2
51,72,55,14,32,12,2
51,76,55,12,23,10,2
45,68,55,13,27,10,2
48,66,55,11,29,8,2
50,73,55,12,25,13,2
44,63,55,13,32,10,2
51,82,56,14,31,16,2
66,101,55,12,22,21,1
56,75,56,12,16,15,2
46,62,56,13,19,16,2
54,77,56,13,27,16,2
55,80,57,13,24,14,2
56,44,56,13,18,12,2
37,43,55,13,21,8,2
80,104,34,24,24,27,1
80,109,29,31,27,26,1
82,108,29,34,24,28,1
89,124,30,32,19,27,1
81,129,29,18,24,14,1
88,122,29,25,24,21,1
82,116,30,19,23,14,1
75,106,29,16,23,10,1
77,109,30,24,19,21,1
77,114,29,26,23,20,1
86,133,29,20,22,16,1
75,107,29,20,27,17,1
61,103,28,20,34,17,1
82,114,30,29,26,22,1
83,116,30,27,27,23,1
81,122,29,26,22,22,1
94,150,30,20,25,16,1
92,108,32,22,28,20,1
81,108,29,22,33,20,1
61,86,27,18,71,15,2
23,65,28,15,55,11,2
15,69,29,17,52,18,2
14,65,29,16,57,15,2
15,74,28,17,56,19,2
59,75,28,17,58,16,2
59,75,29,15,69,14,2
59,77,29,17,55,16,2
56,67,29,16,48,15,2
54,70,30,16,56,16,2
69,87,30,18,59,18,2
65,85,30,19,57,20,2
59,69,32,16,56,16,2
45,58,31,14,56,14,2
62,74,30,22,48,22,2
62,76,30,19,62,16,2
62,73,30,17,66,15,2
64,80,31,20,49,22,2
56,67,30,19,61,22,2
67,83,31,25,57,28,2
65,82,29,20,55,21,2
62,74,30,17,53,19,2
57,70,31,17,54,16,2
56,69,30,17,58,15,2
59,74,28,22,15,16,2
71,107,29,26,18,19,1
66,92,29,21,18,18,2
73,109,30,20,24,19,1
78,109,30,27,27,24,1
67,90,28,23,24,17,2
65,93,30,21,23,15,2
75,109,30,22,19,16,1
55,79,29,20,15,15,2
63,95,30,25,21,26,2
65,87,30,27,25,28,2
59,89,30,18,19,18,2
58,74,30,19,24,19,2
67,75,31,21,21,22,2
83,82,29,41,20,29,2
63,54,29,25,15,21,2
55,33,30,28,17,19,2
67,57,31,19,24,20,2
71,105,30,19,22,14,1
46,67,29,18,23,17,2
59,101,31,20,52,21,1
59,100,31,22,54,23,2
59,101,32,22,49,22,1
64,102,33,25,43,28,1
46,68,31,19,40,20,2
53,86,31,24,33,22,2
54,88,33,18,40,18,2
51,80,31,15,42,11,2
55,89,33,16,51,14,2
58,93,33,17,60,15,2
58,91,32,18,57,17,2
52,79,31,17,45,14,2
53,85,32,21,38,17,2
51,78,31,17,41,16,2
39,64,31,18,49,16,2
51,78,33,19,52,19,2
52,78,31,19,50,17,2
54,82,31,18,49,16,2
47,72,31,19,51,17,2
46,71,30,13,81,12,2
53,83,32,15,65,15,2
40,67,31,14,71,10,2
52,85,34,16,62,16,2
71,112,36,23,54,26,1
63,101,33,20,49,22,1
48,71,33,21,44,20,2
51,76,32,18,53,19,2
56,88,33,20,48,21,2
56,88,32,18,56,18,2
30,57,32,15,61,17,2
51,65,45,9,8,79,2
27,34,45,5,8,56,2
46,65,46,8,9,38,2
37,55,47,7,11,28,2
43,62,50,7,15,14,2
40,52,48,8,12,10,2
40,62,48,12,12,18,2
33,44,47,14,12,24,3
58,46,48,22,12,33,2
37,47,7,26,17,17,3
63,96,11,26,27,52,2
67,97,14,28,28,62,2
62,78,13,25,24,52,2
48,63,12,30,24,51,2
67,102,13,34,26,58,1
58,83,15,28,29,39,2
48,68,12,22,36,34,2
50,65,13,19,44,31,2
40,62,15,20,34,24,2
55,76,14,26,37,34,2
40,54,10,18,31,26,2
24,45,9,15,30,24,3
33,53,10,20,31,29,2
27,47,9,17,34,23,3
27,46,9,19,27,25,3
32,52,13,17,25,20,2
46,69,12,21,35,32,2
44,60,11,24,33,37,2
41,60,14,21,25,38,2
57,77,20,22,24,33,2
40,52,13,18,24,25,2
53,71,13,22,23,40,2
52,70,14,25,17,41,2
50,71,13,25,22,49,2
52,69,11,23,31,51,2
41,58,13,19,26,35,2
53,73,19,22,20,34,2
51,74,13,25,28,34,2
50,65,13,17,28,28,2
53,70,16,18,27,33,2
78,111,58,15,35,44,1
80,109,58,12,30,48,1
71,93,56,13,30,32,2
56,69,58,15,27,58,2
75,112,56,30,21,63,1
59,83,55,18,18,38,2
52,71,55,13,24,19,2
55,82,56,14,29,21,2
43,67,55,11,22,18,2
65,95,56,23,26,27,2
34,55,54,6,14,18,2
34,57,55,18,10,52,2
32,55,54,7,14,19,2
28,52,54,11,11,34,2
36,58,54,9,10,41,2
48,72,54,11,14,24,2
39,59,54,12,15,34,2
35,58,54,11,15,33,2
54,79,54,20,12,60,2
50,68,54,13,11,43,2
54,74,55,18,11,64,2
57,81,54,14,11,39,2
43,63,54,14,15,37,2
46,63,54,13,16,23,2
40,60,54,9,14,28,2
48,63,54,14,9,63,2
50,68,54,16,11,68,2
55,13,54,11,14,27,2
57,16,54,9,14,24,2
83,113,27,27,13,8,1
40,57,56,10,23,16,2
36,59,55,14,22,33,2
31,53,54,7,27,8,2
33,55,55,11,21,26,2
36,57,55,7,21,17,2
49,67,54,6,32,10,2
52,70,55,13,23,27,2
51,64,55,8,20,21,2
62,87,56,10,18,27,2
42,53,55,6,22,6,2
52,70,55,11,18,26,2
54,71,55,8,23,18,2
48,70,55,11,22,26,2
57,76,55,9,27,23,2
51,65,55,8,23,22,2
59,76,55,10,17,47,2
52,73,55,13,24,43,2
55,68,55,5,28,9,2
52,72,55,6,25,12,2
55,83,51,20,17,43,2
56,81,51,16,25,31,2
59,80,51,16,31,20,2
35,56,51,17,16,52,2
61,96,52,30,10,78,2
62,92,52,19,16,65,2
52,69,52,11,19,31,2
47,69,52,12,25,32,2
54,84,52,11,22,43,2
56,82,51,24,17,38,2
20,50,54,11,12,47,2
51,68,58,16,18,53,2
56,77,61,11,31,43,2
44,54,56,11,19,27,2
27,39,57,11,14,52,2
35,54,57,10,16,28,2
37,51,57,8,16,22,2
52,67,58,12,14,32,2
64,89,52,9,13,30,2
53,93,52,4,12,28,2
52,57,52,6,12,27,2
22,54,46,15,24,44,2
49,68,46,12,38,36,2
52,77,45,14,34,44,2
49,52,46,10,27,32,2
50,62,48,13,25,31,2
49,66,49,10,34,41,2
51,58,47,10,24,36,2
30,26,45,8,18,21,3
34,53,46,8,25,25,2
39,49,45,6,20,20,3
55,72,47,10,21,30,2
41,47,48,10,25,24,3
45,54,51,8,16,30,2
45,58,47,11,14,27,2
36,50,46,6,15,14,3
24,26,44,3,17,11,3
20,38,44,5,15,12,3
31,37,45,8,14,14,3
43,56,48,11,14,22,2
39,59,48,9,17,26,2
35,53,45,13,17,30,2
39,67,46,31,14,28,2
25,49,47,19,24,30,3
42,62,57,10,22,20,2
38,55,56,14,16,45,2
46,68,58,9,29,26,2
59,87,59,14,34,29,2
44,55,57,11,19,23,2
29,50,58,6,14,32,2
35,51,59,8,12,44,2
47,58,57,15,12,44,2
21,32,56,8,12,21,2
25,32,54,7,13,18,2
31,48,54,8,13,18,2
21,30,53,6,13,11,2
29,38,53,6,12,14,2
29,41,53,7,13,17,2
40,58,55,9,14,38,2
55,69,59,7,14,43,2
24,23,53,5,16,17,2
39,55,54,15,14,47,2
37,51,53,12,13,48,2
51,64,54,17,13,68,2
25,44,53,8,19,26,2
74,110,10,20,24,10,1
56,80,12,11,27,13,2
54,66,13,7,18,14,2
53,72,13,10,20,15,2
61,62,10,14,17,19,2
51,70,11,10,31,16,2
62,84,10,15,23,19,2
55,76,10,22,21,20,2
61,84,12,14,17,14,2
70,102,12,11,26,13,1
63,81,11,16,17,19,2
37,49,10,11,10,8,3
45,62,10,10,15,13,2
50,64,11,9,16,10,2
58,78,10,12,15,15,2
49,62,11,6,11,9,2
42,56,10,7,8,9,2
53,67,13,13,6,12,2
30,36,24,7,6,8,3
28,46,24,8,7,8,3
50,64,24,8,7,6,2
31,50,24,4,7,3,3
36,58,24,5,9,6,2
46,61,24,6,7,6,2
46,62,25,7,12,8,2
58,77,27,7,16,14,2
38,47,24,5,11,10,3
43,59,24,16,10,14,2
51,63,24,14,11,13,2
71,82,24,23,13,12,2
40,57,25,7,17,15,2
58,99,40,18,55,12,2
40,68,40,9,65,11,2
32,54,39,7,63,10,2
38,59,46,10,55,12,2
30,52,37,15,48,15,2
32,64,39,12,61,14,2
54,81,21,18,35,3,2
43,73,18,11,70,7,2
37,60,12,57,51,6,2
28,20,11,6,43,4,3
25,52,21,8,38,6,2
30,50,19,8,58,6,2
51,81,24,11,55,11,2
23,49,24,5,43,6,3
34,57,39,7,47,8,2
37,56,25,8,39,8,2
16,29,19,6,46,6,3
17,28,33,7,23,6,3
26,51,37,10,18,5,2
14,23,31,9,19,2,3
17,40,31,9,17,3,3
23,44,32,10,17,3,3
36,60,38,12,19,4,2
27,54,37,10,26,9,2
25,28,30,8,35,12,3
46,66,31,18,34,16,2
30,53,29,14,35,14,2
40,63,29,15,37,16,2
22,49,33,9,40,17,3
45,67,15,34,22,3,2
54,70,15,70,14,24,2
51,72,15,68,20,15,2
55,67,15,46,13,22,2
47,67,34,11,20,42,2
58,80,35,15,17,43,2
37,48,43,8,3,56,2
50,66,44,7,11,55,2
42,52,43,10,10,57,2
57,78,43,17,5,54,2
47,60,44,7,6,57,2
56,76,49,13,6,23,2
32,34,45,6,9,76,2
32,45,44,7,8,66,2
81,112,27,26,10,11,1
70,97,27,20,15,8,2
49,70,27,30,13,11,2
86,116,28,34,11,9,1
61,92,28,28,14,12,2
60,83,28,19,19,7,2
55,76,28,20,19,9,2
53,77,28,20,19,11,2
73,96,28,33,14,10,2
45,62,28,17,15,8,2
31,51,28,13,12,5,2
44,61,28,23,9,7,2
37,60,28,15,13,6,2
31,54,28,18,10,6,2
43,64,28,16,11,6,2
51,76,28,17,19,8,2
52,67,28,21,14,10,2
44,64,28,21,12,9,2
69,95,29,22,9,7,2
58,76,28,18,10,6,2
64,83,29,26,9,7,2
63,84,29,23,11,6,2
53,74,28,21,14,8,2
58,79,28,13,12,8,2
56,71,29,12,13,6,2
62,80,29,18,10,3,2
60,80,29,24,14,3,2
60,81,29,13,18,5,2
70,91,29,16,18,6,2
64,104,22,30,76,28,1
72,120,23,35,69,32,1
58,95,24,24,74,27,2
51,77,24,28,62,24,2
74,125,22,31,69,27,1
55,83,24,22,55,15,2
52,77,24,20,71,12,2
45,73,25,18,77,13,2
41,68,27,15,60,10,2
57,85,24,25,62,17,2
35,58,24,17,62,15,2
25,51,22,14,74,8,2
35,61,24,23,62,16,2
28,55,22,15,79,8,2
30,54,23,20,62,14,2
23,53,25,17,60,11,2
41,71,23,18,77,14,2
44,69,23,21,67,18,2
34,61,25,18,57,19,2
57,90,27,25,59,19,2
68,60,23,20,67,15,2
56,85,24,26,56,22,2
56,75,16,21,29,44,2
53,79,12,23,32,41,2
53,66,54,23,12,76,2
50,62,55,10,20,42,2
35,41,54,6,20,31,2
39,55,54,8,22,32,2
30,54,54,9,20,31,2
31,51,54,5,19,19,2
31,46,55,6,19,25,2
24,44,54,4,20,12,2
33,45,55,6,13,24,2
63,86,55,30,14,85,2
46,61,54,10,19,37,2
33,55,54,3,23,14,2
41,58,54,5,22,22,2
37,50,54,4,23,21,2
36,44,54,10,15,36,2
26,32,54,6,18,18,2
45,62,14,30,23,37,2
43,64,17,22,15,37,2
33,51,17,20,22,27,2
34,54,14,19,20,25,2
24,43,13,19,20,22,3
25,38,15,17,17,21,3
23,35,14,17,20,21,3
19,34,13,15,22,15,3
29,30,17,17,19,21,3
53,72,17,27,20,35,2
35,47,12,17,14,21,3
31,50,11,13,21,19,3
42,60,14,15,19,25,2
36,52,12,17,17,29,2
32,44,15,16,22,22,3
23,27,13,13,23,20,3
24,37,14,12,21,16,3
22,35,16,11,20,17,3
29,47,14,13,18,18,3
27,47,13,17,10,16,3
28,51,18,16,11,18,2
24,28,10,17,17,26,3
63,100,15,31,30,47,2
52,71,13,15,38,30,2
44,64,13,16,25,39,2
52,73,13,21,25,37,2
57,77,13,22,17,43,2
62,92,19,22,33,45,2
62,90,16,19,35,50,2
45,16,51,14,15,48,2
49,12,27,34,17,13,3
55,69,25,28,8,6,2
59,72,26,21,8,7,2
46,58,26,21,6,7,2
49,61,26,25,8,5,2
39,56,26,22,6,4,2
27,34,55,6,15,17,2
26,33,55,5,16,17,2
32,46,55,5,17,21,2
26,52,54,6,15,19,2
31,55,55,5,17,19,2
26,34,54,4,19,26,2
70,111,55,22,28,82,1
55,69,55,5,32,19,2
53,66,56,5,33,16,2
63,83,58,8,25,42,2
57,68,56,4,24,19,2
65,90,55,8,40,30,2
69,91,56,11,39,31,2
65,83,59,11,31,33,2
60,82,55,11,33,34,2
46,66,50,14,15,28,2
48,64,50,11,9,20,2
48,57,50,12,5,20,2
43,56,50,14,13,61,2
44,56,50,9,13,62,2
48,61,50,8,9,58,2
38,52,50,6,10,52,2
23,28,49,3,13,34,3
29,25,50,4,12,40,3
54,73,51,21,11,91,2
41,55,52,7,15,38,2
54,68,51,9,16,44,2
23,40,51,8,10,62,2
16,26,51,4,12,53,2
18,21,51,5,10,58,2
22,40,51,5,11,51,2
43,63,51,9,10,75,2
41,62,51,7,10,49,2
50,68,51,8,13,62,2
38,53,51,9,14,40,2
59,99,51,27,21,106,1
54,73,51,10,25,31,2
44,61,51,8,23,29,2
44,68,51,13,19,54,2
57,84,52,15,18,37,2
63,90,51,23,18,72,2
56,16,51,13,20,29,2
37,55,26,18,5,3,2
31,47,26,18,6,2,3
26,39,26,15,6,2,3
30,30,26,16,6,3,3
72,96,26,39,5,8,2
70,78,26,27,8,4,2
37,53,26,17,6,2,2
49,64,26,19,7,4,2
52,65,26,21,6,4,2
38,45,26,21,6,4,3
24,31,26,17,5,3,3
23,31,26,16,5,4,3
30,51,26,17,4,3,2
53,67,27,20,4,3,2
43,59,27,19,3,4,2
48,67,27,21,4,4,2
70,122,27,40,8,11,1
57,78,27,18,11,7,2
50,69,27,17,12,4,2
64,92,27,25,8,9,2
90,128,27,27,12,10,1
74,96,27,23,10,11,2
62,86,27,23,13,9,2
61,82,27,27,13,9,2
52,82,21,29,50,13,2
41,69,23,21,54,21,2
35,54,22,19,51,14,2
33,60,22,18,42,10,2
18,38,21,14,46,6,3
18,34,23,13,49,6,3
22,28,22,13,48,6,3
17,28,22,12,46,4,3
27,41,25,14,45,10,3
56,92,25,36,48,18,2
42,60,20,24,57,9,2
30,56,21,15,51,10,2
40,64,22,17,53,13,2
35,61,21,18,57,16,2
32,45,23,16,43,9,3
21,33,23,14,46,9,3
26,39,23,12,45,7,3
18,39,27,12,41,7,3
21,50,23,14,34,6,3
23,54,22,15,22,5,2
40,65,27,16,31,7,2
31,43,21,17,55,14,2
59,108,23,39,59,19,1
54,83,25,19,74,16,2
42,64,30,18,65,15,2
51,81,25,23,58,22,2
56,86,24,23,59,25,2
63,109,27,26,61,22,1
65,104,27,24,70,26,1
60,87,24,25,68,21,2
57,94,22,28,79,22,2
52,78,23,22,61,20,2
52,78,25,21,70,20,2
49,75,23,22,83,22,2
47,70,30,14,45,13,2
51,75,23,26,59,17,2
49,72,23,20,68,15,2
44,66,24,17,72,12,2
47,75,24,18,73,17,2
47,63,15,19,26,34,2
54,75,14,18,27,30,2
58,85,13,24,30,43,2
62,87,14,24,25,50,2
60,88,14,27,22,47,2
59,82,15,18,26,38,2
64,92,16,20,23,42,2
63,87,19,18,20,47,2
62,93,16,18,22,44,2
56,84,19,12,30,27,2
52,74,18,11,28,27,2
53,75,18,10,28,27,2
52,64,16,8,25,25,2
61,85,18,10,28,39,2
62,78,14,20,26,40,2
65,98,19,17,28,40,2
64,86,17,17,21,39,2
67,97,18,20,18,48,2
63,92,15,17,25,36,2
65,91,17,15,26,32,2
62,97,25,14,23,45,2
65,92,20,12,24,37,2
59,78,20,11,22,32,2
60,74,16,13,19,30,2
39,53,12,15,16,30,2
61,82,26,21,19,38,2
64,92,22,15,25,39,2
67,100,18,14,29,42,2
64,86,19,10,32,36,2
59,85,19,8,29,38,2
70,101,17,10,27,44,1
51,66,55,6,24,13,2
60,79,55,7,24,11,2
59,83,55,8,32,14,2
65,89,55,12,22,24,2
64,94,56,18,20,43,2
69,90,55,10,25,19,2
72,97,55,12,21,27,2
58,70,56,9,19,32,2
49,62,56,9,16,39,2
47,57,55,7,12,40,2
28,39,56,4,16,15,2
23,30,54,5,18,22,2
59,71,55,14,11,68,2
51,62,57,9,11,54,2
32,35,54,9,13,36,2
52,71,48,16,16,21,2
39,53,47,12,10,33,2
33,45,48,9,9,33,3
31,49,48,5,7,17,3
52,74,49,14,12,40,2
61,74,50,16,9,37,2
35,52,48,9,9,28,2
56,75,50,22,8,80,2
49,67,54,9,16,17,2
52,63,51,7,21,8,2
50,68,50,19,14,52,2
50,64,50,12,15,19,2
57,72,52,14,18,187,1
43,55,51,10,20,202,0
64,87,53,19,12,22,2
53,70,52,16,10,12,2
47,63,50,14,15,8,2
50,67,49,17,19,12,2
65,93,50,15,21,13,2
58,79,49,14,20,17,2
59,71,48,12,8,17,2
44,59,49,7,15,14,2
44,62,49,6,13,29,2
37,50,50,7,9,16,3
41,56,49,10,12,29,2
64,88,50,20,14,19,2
47,62,50,10,11,21,2
54,13,50,12,12,41,2
68,90,25,15,18,14,2
50,59,24,10,12,9,2
52,72,49,17,18,37,2
50,62,49,12,19,26,2
33,51,48,10,20,22,2
24,38,46,9,16,14,3
38,67,47,13,18,28,2
47,61,47,9,18,32,2
32,49,49,8,15,22,3
42,60,47,6,15,20,2
51,72,51,6,21,31,2
46,57,51,7,28,20,2
39,57,50,9,23,23,2
33,54,50,7,25,23,2
39,52,51,7,26,28,2
25,38,52,8,26,24,2
57,73,20,28,20,40,2
36,50,16,21,23,23,3
38,55,15,20,24,26,2
46,66,16,24,14,39,2
42,61,16,21,21,31,2
52,73,20,32,24,37,2
56,73,19,22,23,35,2
38,56,16,20,23,29,2
38,57,20,20,12,19,2
26,37,20,16,22,19,3
25,42,13,17,18,24,3
44,63,14,25,16,32,2
43,59,14,21,13,31,2
33,44,13,22,14,29,3
48,62,55,15,16,57,2
36,53,55,9,13,43,2
27,43,54,7,12,21,2
53,71,56,13,17,40,2
44,55,54,10,13,37,2
37,53,56,11,10,48,2
59,73,56,13,14,56,2
58,79,58,9,24,28,2
47,57,55,5,21,20,2
33,53,54,7,17,20,2
34,52,55,7,18,22,2
42,54,54,6,18,29,2
24,40,54,6,20,31,2
43,60,55,10,14,46,2
67,83,56,21,12,80,2
29,32,54,5,16,28,2
44,64,54,8,17,35,2
52,70,55,9,16,37,2
55,81,56,13,24,36,2
32,45,25,4,7,4,3
54,77,25,10,6,5,2
64,74,25,15,6,7,2
40,58,25,6,4,6,2
64,90,25,10,4,4,2
63,85,25,9,6,6,2
61,80,25,4,5,6,2
53,67,25,7,8,6,2
49,62,25,16,8,6,2
53,76,25,24,7,8,2
81,103,25,24,6,11,1
59,74,25,22,6,8,2
57,71,25,21,7,6,2
68,91,26,23,6,9,2
71,94,25,22,7,9,2
70,102,25,24,9,8,1
70,86,25,21,8,9,2
46,61,25,20,7,6,2
54,67,25,18,6,2,2
37,52,25,15,8,3,2
36,52,25,18,7,4,2
70,96,26,28,5,7,2
57,59,25,22,6,6,2
51,82,34,17,33,22,2
47,68,26,18,28,9,2
24,48,25,12,29,10,3
17,24,23,7,27,4,3
35,68,24,15,32,12,2
59,74,25,16,38,14,2
31,52,27,11,25,8,2
40,66,25,11,28,8,2
45,77,37,12,41,18,2
33,60,28,6,46,11,2
46,69,26,14,31,13,2
30,54,24,11,37,12,2
31,54,22,9,39,12,2
32,58,24,11,38,15,2
53,78,23,18,39,26,2
43,67,22,12,32,18,2
31,57,23,11,35,16,2
49,81,22,19,31,23,2
40,69,22,10,36,13,2
55,94,20,12,115,18,1
53,76,21,8,72,14,2
29,58,19,7,59,10,2
28,53,24,9,59,8,2
25,50,30,14,35,9,3
24,41,23,17,45,14,3
54,78,21,27,46,13,2
33,60,22,20,48,18,2
36,57,21,21,54,16,2
65,89,55,8,24,18,2
72,103,55,11,24,19,1
68,103,55,8,23,13,1
64,92,54,7,24,16,2
65,89,54,8,21,16,2
60,81,54,8,21,20,2
68,99,55,9,27,15,2
64,78,55,9,19,17,2
77,115,56,8,20,12,1
72,102,56,12,20,20,1
75,110,56,17,21,29,1
67,95,56,14,22,19,2
71,99,56,12,24,12,2
77,106,57,12,25,16,1
80,106,56,11,24,12,1
71,91,56,10,19,19,2
60,81,56,11,16,20,2
35,55,55,10,14,15,2
59,78,56,17,16,34,2
70,97,56,12,24,15,2
79,106,56,12,22,18,1
67,91,56,9,21,16,2
66,98,57,10,20,15,2
74,107,56,11,24,13,1
45,62,54,8,13,20,2
58,77,54,11,15,24,2
61,76,54,11,17,25,2
52,73,55,12,19,29,2
64,84,55,12,17,34,2
71,94,55,13,19,32,2
67,90,56,13,15,39,2
63,80,55,9,15,31,2
63,75,55,8,13,27,2
64,74,55,14,11,38,2
52,67,55,8,14,22,2
63,73,55,13,11,28,2
67,74,55,17,10,45,2
69,85,55,10,15,20,2
56,71,55,10,18,29,2
60,72,55,11,16,38,2
57,72,56,11,18,36,2
69,84,56,15,15,41,2
67,80,56,14,16,42,2
68,81,56,10,16,37,2
64,72,56,10,13,39,2
65,70,56,13,12,44,2
27,34,55,7,12,38,2
61,70,56,15,12,65,2
59,73,56,13,16,39,2
70,82,55,20,14,36,2
61,19,55,11,12,37,2
61,19,55,12,14,38,2
69,17,13,13,16,22,2
64,88,29,15,19,9,2
68,90,30,23,15,8,2
79,107,30,32,15,13,1
71,97,30,19,17,10,2
78,107,30,22,16,12,1
76,101,30,17,18,10,1
85,111,30,18,13,13,1
74,96,30,13,15,7,2
75,92,30,12,13,7,2
67,85,30,13,11,6,2
62,82,30,15,14,6,2
69,94,30,15,14,10,2
75,98,30,12,12,8,2
82,111,30,13,20,8,1
74,98,30,12,18,9,2
77,105,31,14,18,11,1
69,92,31,17,18,11,2
83,110,31,18,20,10,1
83,107,31,17,20,15,1
84,106,31,16,22,9,1
78,95,31,15,16,8,2
82,95,30,18,10,6,2
41,55,30,12,9,8,2
71,88,30,15,11,8,2
81,104,31,13,22,9,1
81,104,31,14,20,8,1
77,94,31,11,18,7,2
77,100,31,11,19,10,2
91,110,31,13,22,9,1
41,64,23,17,64,13,2
53,81,23,17,62,13,2
58,95,24,18,75,17,2
62,97,26,22,57,27,2
60,97,26,23,58,21,2
56,86,26,18,60,17,2
68,111,28,21,54,26,1
65,107,28,20,58,23,1
66,109,28,22,60,20,1
54,80,26,16,61,12,2
52,82,25,17,65,14,2
56,87,25,23,53,16,2
45,72,24,16,59,11,2
60,101,25,23,61,22,1
59,91,26,23,57,21,2
58,95,26,20,58,15,2
57,96,27,20,63,17,2
62,101,29,21,65,21,1
68,108,28,21,66,21,1
66,80,24,20,60,17,2
57,83,24,22,57,20,2
29,53,25,18,57,17,2
62,94,31,26,57,22,2
60,95,30,22,65,20,2
66,110,27,26,64,26,1
56,87,26,17,62,14,2
54,95,28,18,66,19,2
62,111,28,21,69,22,1
61,101,28,19,62,20,1
57,90,28,17,58,17,2
60,101,27,21,59,22,1
62,90,11,28,31,41,2
55,74,9,26,25,38,2
69,103,12,38,29,51,1
58,78,9,36,26,52,2
53,66,10,28,21,41,2
30,38,8,24,15,24,3
24,41,8,24,24,26,3
31,53,11,23,24,30,2
43,66,8,31,28,49,2
55,77,11,24,32,37,2
64,94,13,32,25,50,2
60,86,11,26,35,43,2
66,93,15,30,23,50,2
59,83,12,27,26,41,2
58,85,15,25,28,40,2
58,92,13,27,28,49,2
59,88,17,26,20,45,2
63,91,17,25,27,40,2
73,102,16,8,22,48,1
67,95,14,5,24,45,2
50,61,11,5,24,40,2
58,76,14,5,26,44,2
63,88,17,6,27,51,2
55,77,16,5,16,42,2
62,88,16,25,22,40,2
63,87,18,23,27,32,2
69,99,14,34,19,50,2
60,79,18,26,31,37,2
58,76,12,35,26,51,2
49,61,16,30,21,36,2
52,66,18,25,23,33,2
50,69,14,28,33,38,2
54,73,9,26,41,42,2
53,72,11,27,32,32,2
63,98,13,24,33,30,2
67,93,15,30,27,46,2
62,87,16,25,24,37,2
62,89,16,26,26,43,2
63,90,15,25,30,41,2
63,89,17,25,27,35,2
57,85,15,26,20,40,2
58,76,20,26,20,34,2
51,65,13,30,23,29,2
56,74,14,25,23,32,2
53,67,12,27,24,33,2
52,74,11,34,22,34,2
41,58,10,24,23,33,2
74,106,56,13,23,18,1
70,98,57,18,20,26,2
48,61,55,10,18,17,2
57,80,56,14,17,26,2
70,97,56,15,21,28,2
62,87,56,12,21,18,2
65,88,57,10,24,14,2
68,94,56,12,22,21,2
61,82,56,9,26,7,2
66,96,57,17,18,30,2
58,99,60,11,19,21,2
58,86,57,21,14,46,2
57,69,56,14,16,38,2
60,77,57,9,18,26,2
55,77,56,10,23,25,2
54,68,55,12,28,26,2
56,77,55,11,22,23,2
57,110,58,12,22,18,1
74,107,57,19,16,36,1
67,94,57,11,22,17,2
75,106,58,14,25,29,1
76,103,57,12,26,20,1
83,104,59,13,20,23,1
67,99,57,15,20,24,2
67,84,57,11,16,20,2
63,76,57,17,12,52,2
74,96,57,10,16,23,2
59,75,57,10,14,21,2
60,82,59,16,12,42,2
55,68,58,17,14,42,2
73,84,55,17,15,36,2
59,61,55,16,15,39,2
54,57,55,12,12,32,2
56,64,55,15,12,39,2
68,78,55,17,14,41,2
51,58,56,10,17,34,2
66,75,56,12,19,34,2
67,78,56,16,16,38,2
71,76,56,13,15,28,2
65,71,55,17,13,45,2
59,59,55,15,14,36,2
53,57,56,16,12,52,2
38,70,56,12,7,53,2
53,80,57,15,10,91,2
44,68,57,11,10,36,2
38,67,56,12,14,35,2
53,81,57,10,15,34,2
92,141,56,26,11,78,1
68,106,56,15,11,51,1
54,88,57,8,17,31,2
64,105,58,12,18,37,1
62,101,57,12,16,38,1
58,92,58,10,14,35,2
62,98,57,12,13,43,2
50,71,57,13,8,76,2
52,75,57,9,11,40,2
50,69,57,18,7,63,2
60,11,59,18,7,83,2
27,10,57,9,10,47,2
97,120,31,13,19,8,1
73,91,31,12,14,12,2
60,71,31,12,12,9,2
87,106,31,13,12,8,1
74,93,31,14,17,10,2
70,85,32,12,16,12,2
79,97,31,13,18,8,2
78,96,32,12,16,14,2
78,92,32,11,16,7,2
84,100,32,12,12,10,2
74,88,31,11,14,7,2
63,70,31,12,7,9,2
61,72,31,12,4,6,2
56,63,40,25,11,16,2
57,76,39,23,15,10,2
